"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,40,141,,,,VIVI,28,,,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,41,141,,,,NAPU4,22,TACA8,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,42,141,,,,LOPEM2,29,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,43,141,,,,HOMU,23,VIVI,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,44,141,,,,RACA2,16,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,45,141,,,,BRHO2,55,LOPEM2,CONVO,HYPOC,L,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,46,141,,,,NOPLANT,,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,47,141,,,,LOPEM2,35,BRDI2,GEDI,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,48,141,,,,AVFA,30,BRDI2,HYPOC,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,49,141,,,,NAPU4,40,HYPOC,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU06,2019-04-24,50,141,,,,NAPU4,47,VIVI,HYPOC,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,1,105,,,,BRMA,12,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,2,105,,,,BRDI3,35,SIBE,BRMA,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,3,105,,,,GEDI,13,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,4,105,,,,BRMA,17,ERBO,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,5,105,,,,BRDI3,37,BRMA,GEDI,L,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,6,105,,,,BRDI3,48,GEDI,L,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,7,105,,,,AVFA,45,LOPEM2,BRMA,GEDI,L,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,8,105,,,,NAPU4,53,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,9,105,,,,AVFA,51,BRDI2,BRMA,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,10,105,,,,ERBO,49,BRMA,GEDI,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,11,105,,,,2GA,9,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,12,105,,,,LOPEM2,29,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,13,105,,,,2GA,15,VUBR,AVFA,L,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,14,105,,,,2GA,8,L,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,15,105,,,,GEDI,10,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,16,105,,,,HYRA3,5,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,17,105,,,,2GA,10,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,18,105,,,,LOPEM2,12,VISA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,19,105,,,,2GA,19,BRMA,HYRA3,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,20,105,,,,BRMA,12,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,21,105,,,,BRMA,12,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,22,105,,,,2GA,15,BRMA,VUBR,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,23,105,,,,NAPU4,21,VUBR,BRMA,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,24,105,,,,NAPU4,22,AVFA,RACA2,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,25,105,,,,RACA2,17,TRIFO,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,26,105,,,,BRMA,4,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,27,105,,,,CHPO3,12,SIBE,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,28,105,,,,BRMA,18,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,29,105,,,,DICA14,15,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,30,105,,,,AVFA,13,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,31,105,,,,AVFA,22,RANUN,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,32,105,,,,RANUN,13,NAPU4,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,33,105,,,,AVFA,12,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,34,105,,,,AVFA,14,GEDI,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,35,105,,,,2GA,8,,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,36,105,,,,AVFA,22,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,37,105,,,,AVFA,7,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,38,105,,,,VUBR,5,HYRA3,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,39,105,,,,2GA,23,GEDI,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,40,105,,,,AVFA,20,HYRA3,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,41,105,,,,2FORB,3,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,42,105,,,,VUBR,8,2FORB,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,43,105,,,,SOSE2,3,2FORB,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,44,105,,,,2GA,5,2FORB,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,45,105,,,,SOSE2,3,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,46,105,,,,SOSE2,1,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,47,105,,,,HYRA3,2,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,48,105,,,,2GA,5,HYRA3,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,49,105,,,,VUBR,8,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,50,105,,,,VUBR,12,BRMA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,1,285,,,,BRMA,21,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,2,285,,,,BRMA,18,GEDI,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,3,285,,,,AVFA,28,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,4,285,,,,GEDI,18,NAPU4,L,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,5,285,,,,LOPEM2,31,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,6,285,,,,NAPU4,20,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,7,285,,,,NAPU4,36,CAPY2,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,8,285,,,,NAPU4,30,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,9,285,,,,NAPU4,24,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,10,285,,,,AVFA,33,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,11,285,,,,AVFA,38,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,12,285,,,,SONCH,3,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,13,285,,,,AVFA,35,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,14,285,,,,AVFA,35,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,15,285,,,,AVFA,35,GEDI,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,16,285,,,,AVFA,44,CAPY2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,17,285,,,,AVFA,42,VISA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,18,285,,,,AVFA,38,NAPU4,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,19,285,,,,AVFA,40,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,20,285,,,,NAPU4,45,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,21,285,,,,NAPU4,20,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,22,285,,,,2GA,25,AVFA,L,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,23,285,,,,VISA,25,CAPY2,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,24,285,,,,NAPU4,31,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,25,285,,,,BRHO2,22,CHPO3,2FORB,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,26,285,,,,AVFA,18,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,27,285,,,,NAPU4,28,VISA,GEDI,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,28,285,,,,AVFA,25,GEDI,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,29,285,,,,LOPEM2,26,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,30,285,,,,AVFA,20,GEDI,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,31,285,,,,AVFA,17,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,32,285,,,,VISA,13,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,33,285,,,,VISA,20,2GA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,34,285,,,,AVFA,18,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,35,285,,,,NAPU4,34,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,36,285,,,,AVFA,23,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,37,285,,,,NAPU4,31,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,38,285,,,,AVFA,30,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,39,285,,,,GALIU,17,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,40,285,,,,LOPEM2,25,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,41,285,,,,AVFA,20,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,42,285,,,,AVFA,25,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,43,285,,,,AVFA,19,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,44,285,,,,2GA,7,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,45,285,,,,AVFA,19,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,46,285,,,,AVFA,21,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,47,285,,,,AVFA,20,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,48,285,,,,AVFA,3,L,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,49,285,,,,VISA,23,AVFA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU17,2019-04-03,50,285,,,,2GA,21,VUBR,L,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,1,20,,,,LOPEM2,25,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,2,20,,,,BRDI2,25,NAPU4,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,3,20,,,,BRDI2,18,BRHO2,NAPU4,ASTERA,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,4,20,,,,NAPU4,30,TRIFO,ASTERA,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,5,20,,,,NAPU4,55,BRHO2,BRMI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,6,20,,,,NAPU4,54,BRHO2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,7,20,,,,NAPU4,35,BRDI2,ASTERA,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,8,20,,,,NAPU4,32,ASTERA,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,9,20,,,,ASTERA,7,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,10,20,BAPI,,,BRHO2,15,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,11,20,BAPI,,,GEDI,11,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,12,20,,,,BRMA,26,BRHO2,HYPOC,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,13,20,,,,NAPU4,15,NAPU4,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,14,20,,,,BRHO2,25,GEDI,HYPOC,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,15,20,,,,NAPU4,30,VUBR,BRDI2,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,16,20,,,,NAPU4,33,BRDI2,NAPU4,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,17,20,,,,HYPOC,3,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,18,20,,,,NAPU4,20,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,19,20,,,,HYPOC,13,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,20,20,,,,HYPOC,5,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,21,20,,,,JUXI,2,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,22,20,,,,JUNCU,18,DACA6,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,23,20,,,,JUXI,20,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,24,20,,,,RANUN,48,SIBE,VUBR,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,25,20,,,,SIBE,20,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,26,20,,,,BRDI2,20,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,27,20,,,,BRDI2,18,HYPOC,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,28,20,,,,2FORB,14,2GA,HYPOC,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,29,20,,,,BRDI2,20,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,30,20,,,,NAPU4,21,RANUN,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,31,20,,,,BRDI2,15,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,32,20,,,,VUBR,30,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,33,20,,,,NAPU4,25,BRMA,HYPOC,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,34,20,,,,FEID,55,FEID,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,35,20,,,,BRDI2,22,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,36,20,,,,NAPU4,25,BRHO2,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,37,20,,,,BRDI2,19,HYPOC,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,38,20,,,,NAPU4,6,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,39,20,,,,FEID,35,FEID,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,40,20,,,,BRDI3,25,BRMA,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,41,20,,,,BRHO2,15,NAPU4,GEDI,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,42,20,,,,HYPOC,1,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,43,20,,,,BRMA,25,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,44,20,,,,AVBA,15,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,45,20,,,,NOPLANT,,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,46,20,,,,NAPU4,29,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,47,20,,,,NAPU4,9,HYPOC,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,48,20,,,,VUBR,4,L,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,49,20,,,,NAPU4,30,VUBR,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,50,20,,,,NAPU4,35,VUBR,HYPOC,L,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,1,200,,,,BRDI2,15,VICIA,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,2,200,,,,HYPOC,6,2GA,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,3,200,,,,BRDI2,12,HYPOC,L,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,4,200,,,,BRDI2,10,HYPOC,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,5,200,,,,2GA,20,VUBR,SIBE,HYPOC,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,6,200,,,,NOPLANT,,,,,,,,,,,,S,,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,7,200,,,,NAPU4,20,2GA,HYPOC,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,8,200,BAPI,,,VICIA,41,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,9,200,,,,NAPU4,49,BRDI2,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,10,200,,,,LOPEM2,35,LOPEM2,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,11,200,,,,BRDI2,24,BRDI2,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,12,200,,,,BRDI2,15,BRDI2,,,,,,,,,,S,1,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,13,200,,,,BRHO2,19,VICIA,BRDI2,2GA,,,,,,,,S,3,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,14,200,,,,2GA,9,,,,,,,,,,,S,,1
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,15,200,,,,BRDI2,26,NAPU4,2GA,,,,,,,,,S,2,0
"Marin County Open Space (study area)","Mt Burdell (Point Count Transect)",MTBU21,2019-04-24,16,200,,,,BRHO2,4,HYPOC,2GA,,,,,,,,,S,2,0
