"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
"Santa Clara County",SVOS,SVOS-06,2019-04-22,3,110,,,,NOPLANT,,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,4,110,,,,AVBA,58,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,5,110,,,,AVBA,68,BRDI3,HOMA2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,6,110,,,,AVBA,50,LOPEM2,BRDI3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,7,110,,,,LOPEM2,55,BRHO2,HOMU,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,8,110,,,,AVBA,55,LOPEM2,BRDI3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,9,110,,,,LOPEM2,33,HOMU,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,10,110,,,,ERBO,25,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,11,110,,,,LOPEM2,45,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,12,110,,,,AVBA,28,LOPEM2,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,13,110,,,,AVBA,62,HOMU,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,14,110,,,,LOPEM2,29,2GA,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,15,110,,,,AVFA,57,BRDI3,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,16,110,,,,AVBA,44,LUBI,TRHI4,,,,,,,,,AM,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,17,110,,,,LOPEM2,45,BRHO2,MEPO3,ERBO,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,18,110,,,,BRHO2,39,AMMEI2,AVBA,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,19,110,,,,AVBA,35,LUBI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,20,110,,,,AVBA,47,BRDI3,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,21,110,,,,AVBA,34,BRHO2,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,22,110,,,,AVBA,29,BRHO2,TRHI4,ERBO,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,23,110,,,,BRHO2,30,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,24,110,,,,BRHO2,22,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,25,110,,,,BRHO2,24,ERBO,LOHU2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,26,110,,,,BRDI3,42,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,27,110,,,,BRDI3,45,BRHO2,DICA14,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,28,110,,,,AVBA,22,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,29,110,,,,LOPEM2,40,ERBO,BRDI3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,30,110,,,,AVBA,31,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,31,110,,,,BRDI3,27,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,32,110,,,,AVBA,26,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,33,110,,,,BRDI3,29,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,34,110,,,,AVBA,25,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,35,110,,,,AVBA,31,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,36,110,,,,AVBA,37,BRHO2,AMME,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,37,110,,,,AVBA,43,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,38,110,,,,AVBA,34,LOPEM2,CAPY2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,39,110,,,,ESCA2,43,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,40,110,,,,AVBA,40,LUBI,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,41,110,,,,AVBA,34,CAPY2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,42,110,,,,ERBO,30,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,43,110,,,,AVBA,40,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,44,110,,,,AVBA,30,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,45,110,,,,TRHI4,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,46,110,,,,ERBO,16,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,47,110,,,,BRHO2,38,AVBA,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,48,110,,,,ERBO,19,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,49,110,,,,BRHO2,26,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,50,110,,,,AVBA,25,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,1,290,,,,AVBA,52,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,2,290,,,,BRDI3,46,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,3,290,,,,BRDI3,74,AVFA,AVBA,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,4,290,,,,AVBA,65,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,5,290,,,,AVBA,62,BRDI3,HOMU,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,6,290,,,,AVBA,25,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,7,290,,,,BRDI3,50,HOMU,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,8,290,,,,AVFA,35,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,9,290,,,,AVBA,80,HOMU,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,10,290,,,,AVBA,56,BRDI3,BRHO2,ERBO,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,11,290,,,,AVBA,58,BRDI3,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,12,290,,,,AVBA,49,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,13,290,,,,BRDI3,48,AVBA,HOMU,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,14,290,,,,AVBA,65,BRDI3,MEPO3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,15,290,,,,AVBA,61,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,16,290,,,,BRHO2,31,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,17,290,,,,BRDI3,62,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,18,290,,,,BRDI3,35,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,19,290,,,,BRDI3,50,HOMU,AVBA,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,20,290,,,,LOPEM2,57,BRDI3,AVFA,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,21,290,,,,LUBI,32,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,22,290,,,,ERBO,26,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,23,290,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,24,290,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,25,290,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,26,290,,,,AVFA,37,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,27,290,,,,ERBO,30,LUBI,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,28,290,,,,LUBI,27,ERBO,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,29,290,,,,ERBO,23,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,30,290,,,,AVFA,23,LUBI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,31,290,,,,LUBI,29,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,32,290,,,,BRDI3,40,LOHU2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,33,290,,,,LOHU2,15,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,34,290,,,,ERBO,25,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,35,290,,,,BRDI3,42,ERBO,TRHI4,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,36,290,,,,AVBA,34,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,37,290,,,,NOPLANT,,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,38,290,,,,TRHI4,13,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,39,290,,,,ERBO,16,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,40,290,,,,ERBO,18,TRHI4,LOHU2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,41,290,,,,TRHI4,18,BRHO2,LOHU2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,42,290,,,,LUBI,24,TRHI4,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,43,290,,,,ERBO,16,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,44,290,,,,TRHI4,12,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,45,290,,,,LOHU2,21,TRHI4,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,46,290,,,,BRDI3,38,AVBA,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,47,290,,,,TRHI4,23,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,48,290,,,,AVBA,30,ERBO,TRHI4,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,49,290,,,,BRDI3,29,TRHI4,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-06,2019-04-22,50,290,,,,BRDI3,48,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,1,141,,,,TRHI4,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,2,141,,,,DICA14,6,BRHO2,GEMO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,3,141,,,,BRHO2,6,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,4,141,,,,BRHO2,3,L,,,,,,,,,,R,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,5,141,,,,BRHO2,2,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,6,141,,,,ERIOG,5,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,7,141,,,,ERBO,6,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,8,141,,,,BRDI3,14,ERBO,TRHI4,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,9,141,,,,BRHO2,12,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,10,141,,,,BRHO2,22,BRDI3,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,11,141,,,,ERBO,14,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,12,141,,,,BRDI3,8,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,13,141,,,,LOPEM2,8,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,14,141,,,,BRDI3,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,15,141,,,,BRDI3,16,LOPEM2,VIVI,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,16,141,,,,LOPEM2,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,17,141,,,,LOPEM2,8,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,18,141,,,,LOPEM2,16,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,19,141,,,,VIVI,16,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,20,141,,,,VIVI,15,BRDI3,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,21,141,,,,BRDI3,6,LOPEM2,VUMY,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,22,141,,,,LOPEM2,17,VIVI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,23,141,,,,BRDI3,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,24,141,,,,BRHO2,11,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,25,141,,,,LOPEM2,18,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,26,141,,,,LOPEM2,14,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,27,141,,,,RUCR,6,2GA,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,28,141,,,,BRDI3,18,VIVI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,29,141,,,,VIVI,6,CRVET,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,30,141,,,,BRDI3,13,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,31,141,,,,TRHI4,9,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,32,141,,,,BRHO2,7,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,33,141,,,,BRDI3,14,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,34,141,,,,BRDI3,6,HYGL2,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,35,141,,,,ERBO,9,TRHI4,CRVET,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,36,141,,,,ERBO,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,37,141,,,,BRDI3,13,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,38,141,,,,BRDI3,10,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,39,141,,,,TRHI4,5,ERIOG,CRVET,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,40,141,,,,AVBA,12,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,41,141,,,,BRHO2,12,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,42,141,,,,AVBA,3,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,43,141,,,,CRVET,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,44,141,,,,BRHO2,6,LOPEM2,CRVET,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,45,141,,,,BRDI3,16,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,46,141,,,,AVBA,23,TRHI4,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,47,141,,,,LOPEM2,4,TRHI4,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,48,141,,,,ERBO,7,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,49,141,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,50,141,,,,VUMY,3,TRHI4,LOGA2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,1,321,,,,ERBO,7,VIPE3,L,,,,,,,,,R,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,2,321,,,,BRHO2,6,TRHI4,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,3,321,,,,GEMO,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,4,321,,,,TRHI4,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,5,321,,,,ERBO,3,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,6,321,,,,TRHI4,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,7,321,,,,VUMY,11,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,8,321,,,,VUMY,7,TOAR,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,9,321,,,,BRHO2,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,10,321,,,,RUAC3,9,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,11,321,,,,VIVI,15,ERBO,CLPE,GEMO,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,12,321,,,,TRHI4,6,BRHO2,GEMO,ACMI2,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,13,321,,,,ACMO2,1,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,14,321,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,15,321,,,,ACMO2,5,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,16,321,,,,BRDI3,13,GEMO,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,17,321,,,,BRHO2,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,18,321,,,,CAPY2,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,19,321,,,,NOPLANT,,,,,,,,,,,,R,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,20,321,,,,CAPY2,7,GEMO,CAPY2,L,,,,,,,,S,,1
"Santa Clara County",SVOS,SVOS-09,2019-04-22,21,321,,,,CAPY2,6,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,22,321,,,,BRHO2,9,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,23,321,,,,CLARK,12,GEMO,BRDI3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,24,321,,,,ERBO,4,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,25,321,,,,HOMU,5,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,26,321,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,27,321,,,,BRDI3,24,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,28,321,,,,VIVI,30,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,29,321,,,,BRDI3,23,CAPY2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,30,321,,,,CEGL2,18,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,31,321,,,,BRDI3,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,32,321,,,,VIPE3,5,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,33,321,,,,LOPEM2,6,GEMO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,34,321,,,,VIPE3,20,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,35,321,,,,BRDI3,7,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,36,321,,,,ACMO2,7,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,37,321,,,,VIVI,15,ACMI2,BRHO2,CYEC,L,,,,,,,S,3,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,38,321,,,,WYAN,8,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,39,321,,,,BRDI3,9,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,40,321,,,,LOPEM2,16,GEDI,SHAR2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,41,321,,,,GEDI,9,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,42,321,,,,GEDI,6,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,43,321,,,,BRHO2,10,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,44,321,,,,VIVI,12,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,45,321,,,,2GA,4,,,,,,,,,,,S,,1
"Santa Clara County",SVOS,SVOS-09,2019-04-22,46,321,,,,BRHO2,10,BRDI3,2GA,,,,,,,,,S,2,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,47,321,,,,BRDI3,15,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,48,321,,,,WYAN,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,49,321,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-09,2019-04-22,50,321,,,,VIVI,6,VUMY,TRIFO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,1,169,,,,GEDI,11,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,2,169,,,,GEDI,7,RUAC3,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,3,169,,,,BRHO2,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,4,169,,,,BRHO2,16,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,5,169,,,,RUAC3,11,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,6,169,,,,ERBO,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,7,169,,,,BRHO2,14,TRIFO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,8,169,,,,BRHO2,5,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,9,169,,,,BRHO2,7,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,10,169,,,,BRHO2,18,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,11,169,,,,BRHO2,17,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,12,169,,,,BRHO2,14,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,13,169,,,,BRDI3,9,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,14,169,,,,BRDI3,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,15,169,,,,BRHO2,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,16,169,,,,BRHO2,15,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,17,169,,,,BRHO2,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,18,169,,,,BRHO2,11,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,19,169,,,,GEDI,9,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,20,169,,,,BRDI3,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,21,169,,,,BRDI3,9,BRHO2,L,,,,,,,,,S,,0
